timestamp,vehicle_id,latitude,longitude,speed,heading,protocol,message_type,is_attack,attack_type,attack_severity,attack_description
2025-06-10T20:10:35Z,9168801,37.79944082,-122.36323954,38.00,238.00,CV2X,BSM,false,,,
2025-06-10T20:10:36Z,9995624,37.84639990,-122.39664663,35.00,9.00,DSRC,BSM,false,,,
2025-06-10T20:10:36Z,10542042,37.86924280,-122.40841561,22.00,325.00,CV2X,BSM,false,,,
2025-06-10T20:10:36Z,2213268,37.83621345,-122.35191691,27.00,127.00,DSRC,BSM,false,,,
2025-06-10T20:10:36Z,2213268,37.83621345,-122.35191691,27.00,127.00,CV2X,BSM,false,,,
2025-06-10T20:10:36Z,0,0.00000000,0.00000000,0.00,0.00,CV2X,DENM,false,,,
2025-06-10T20:10:37Z,10136694,37.78967936,-122.33684870,32.00,119.00,DSRC,BSM,false,,,
2025-06-10T20:10:37Z,10542042,37.86925014,-122.40841462,23.00,334.00,CV2X,BSM,false,,,
2025-06-10T20:10:37Z,2890989,37.79806387,-122.33992558,38.00,33.00,DSRC,BSM,false,,,
2025-06-10T20:10:37Z,9995624,37.84640405,-122.39665083,33.00,2.00,CV2X,BSM,false,,,
2025-06-10T20:10:38Z,9514324,37.81619052,-122.39535096,24.00,201.00,DSRC,BSM,false,,,
2025-06-10T20:10:38Z,13453635,37.85429544,-122.36091160,33.00,43.00,CV2X,BSM,false,,,
2025-06-10T20:10:38Z,2213268,37.83622342,-122.35190909,30.00,129.00,DSRC,BSM,false,,,
2025-06-10T20:10:38Z,9514324,37.81619390,-122.39535529,25.00,197.00,CV2X,BSM,false,,,
2025-06-10T20:10:39Z,12099635,37.83881481,-122.35906965,36.00,54.00,DSRC,BSM,false,,,
2025-06-10T20:10:39Z,2890989,37.79807307,-122.33991718,39.00,42.00,CV2X,BSM,false,,,
2025-06-10T20:10:39Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:10:39Z,13928253,37.84473299,-122.34426448,31.00,226.00,DSRC,BSM,false,,,
2025-06-10T20:10:39Z,10542042,37.86924561,-122.40841160,24.00,329.00,CV2X,BSM,false,,,
2025-06-10T20:10:40Z,9514324,37.81619045,-122.39534855,25.00,204.00,DSRC,BSM,false,,,
2025-06-10T20:10:40Z,13453635,37.85430685,-122.36091156,33.00,40.00,CV2X,BSM,false,,,
2025-06-10T20:10:40Z,12099635,37.83883563,-122.35906298,37.00,59.00,DSRC,BSM,false,,,
2025-06-10T20:10:40Z,12099635,37.83883563,-122.35906298,37.00,59.00,CV2X,BSM,false,,,
2025-06-10T20:10:41Z,10542042,37.86925874,-122.40840754,24.00,325.00,DSRC,BSM,false,,,
2025-06-10T20:10:41Z,13928253,37.84473853,-122.34427053,32.00,223.00,CV2X,BSM,false,,,
2025-06-10T20:10:41Z,2213268,37.83820755,-122.34810078,30.00,133.00,DSRC,BSM,true,position_jump,high,Vehicle position changed unrealistically between messages
2025-06-10T20:10:41Z,9995624,37.84639325,-122.39666106,30.00,4.00,CV2X,BSM,false,,,
2025-06-10T20:10:42Z,9514324,37.81619024,-122.39535016,25.00,215.00,DSRC,BSM,false,,,
2025-06-10T20:10:42Z,10136694,37.78967683,-122.33684999,28.00,106.00,CV2X,BSM,true,replay_attack,high,Potential replay attack detected (duplicate message)
2025-06-10T20:10:42Z,9168801,37.79943378,-122.36317084,40.00,255.00,DSRC,BSM,false,,,
2025-06-10T20:10:42Z,10542042,37.86925423,-122.40840351,24.00,327.00,CV2X,BSM,true,low_trust_level,medium,Message from vehicle with low trust level
2025-06-10T20:10:43Z,9168801,37.79942687,-122.36316458,40.00,258.00,DSRC,BSM,false,,,
2025-06-10T20:10:43Z,9995624,37.84639784,-122.39666806,56.00,355.00,CV2X,BSM,true,speed_jump,medium,Vehicle speed changed unrealistically between messages
2025-06-10T20:10:43Z,13453635,37.85428787,-122.36090885,36.00,29.00,DSRC,BSM,false,,,
2025-06-10T20:10:43Z,9168801,37.79941878,-122.36317207,40.00,263.00,CV2X,BSM,false,,,
2025-06-10T20:10:44Z,10542042,37.86924892,-122.40840844,22.00,318.00,DSRC,BSM,false,,,
2025-06-10T20:10:44Z,10542042,37.86924892,-122.40840844,22.00,318.00,CV2X,BSM,false,,,
2025-06-10T20:10:44Z,2890989,37.79803470,-122.33993263,34.00,34.00,DSRC,BSM,false,,,
2025-06-10T20:10:44Z,13453635,37.85430052,-122.36092289,36.00,24.00,CV2X,BSM,false,,,
2025-06-10T20:10:45Z,10542042,37.86924830,-122.40839944,22.00,325.00,DSRC,BSM,false,,,
2025-06-10T20:10:45Z,13928253,37.84473052,-122.34428686,58.00,218.00,CV2X,BSM,true,speed_jump,medium,Vehicle speed changed unrealistically between messages
2025-06-10T20:10:45Z,10542042,37.86925265,-122.40839517,22.00,326.00,DSRC,BSM,false,,,
2025-06-10T20:10:45Z,13928253,37.84473998,-122.34427810,40.00,214.00,CV2X,BSM,false,,,
2025-06-10T20:10:46Z,12099635,37.83880182,-122.35901156,39.00,57.00,DSRC,BSM,false,,,
2025-06-10T20:10:46Z,9995624,37.84638166,-122.39668239,40.00,9.00,CV2X,BSM,true,invalid_signature,critical,Message with invalid digital signature detected
2025-06-10T20:10:46Z,0,0.00000000,0.00000000,0.00,0.00,DSRC,SPAT,false,,,
2025-06-10T20:10:46Z,10136694,37.78967314,-122.33686681,25.00,104.00,DSRC,BSM,false,,,
2025-06-10T20:10:46Z,12099635,37.83880989,-122.35901685,38.00,60.00,CV2X,BSM,false,,,
2025-06-10T20:10:49Z,9168801,37.79943581,-122.36319036,39.00,259.00,DSRC,BSM,false,,,
2025-06-10T20:10:49Z,13453635,37.85430391,-122.36090428,34.00,22.00,CV2X,BSM,false,,,
